device,metrics,top_tt_esd:nominal,top_tt_esd:asserts,toprf_tt:nominal,toprf_tt:asserts,mode,w,l,m,multi,wr,lr,br,gr,nr,s,stm,spm,dmflag,shield,nf,area,pj
pmos_rf_nw_5t,idsat,-657.5584795321637,,-657.5584795321637,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t,ileak,-1.29941e-08,,-1.29941e-08,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t,ibleak,-6.32679e-09,,-6.32681e-09,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t,vtcch,-0.172493,,-0.172493,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t,cggi,67.09509858683964,,67.09509858683964,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t,igate,-1.32106e-11,,-1.32106e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t,vtbcch,-0.198571,,-0.198571,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t,vtccl,-0.26209,,-0.262089,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t,vtbccl,-0.293146,,-0.293145,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t_110g,idlin,-126.88060428849901,,-126.88304093567251,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t_110g,idsat,-657.5584795321637,,-657.5584795321637,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t_110g,ileak,-1.29941e-08,,-1.29941e-08,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t_110g,ibleak,-6.32679e-09,,-6.32681e-09,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t_110g,vtcch,-0.172493,,-0.172493,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t_110g,cggi,67.09509858683964,,67.09509858683964,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t_110g,igate,-1.32106e-11,,-1.32106e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t_110g,vtbcch,-0.198571,,-0.198571,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t_110g,vtccl,-0.26209,,-0.262089,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_nw_5t_110g,vtbccl,-0.293146,,-0.293145,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t,idlin,-144.23781676413253,,-144.23781676413253,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t,idsat,-806.4717348927875,,-806.4717348927875,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t,ileak,-8.53622e-08,,-8.53622e-08,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t,ibleak,-4.05213e-08,,-4.05213e-08,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t,vtcch,-0.0981875,,-0.0981875,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t,cggi,68.2360004407814,,68.2360004407814,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t,igate,-1.32101e-11,,-1.32101e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t,vtbcch,-0.127822,,-0.127822,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t,vtccl,-0.201463,,-0.201463,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t,vtbccl,-0.234466,,-0.234466,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t_110g,idlin,-144.23781676413253,,-144.23781676413253,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t_110g,idsat,-806.4717348927875,,-806.4717348927875,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t_110g,ileak,-8.53622e-08,,-8.53622e-08,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t_110g,ibleak,-4.05213e-08,,-4.05213e-08,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t_110g,vtcch,-0.0981875,,-0.0981875,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t_110g,cggi,68.2360004407814,,68.2360004407814,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t_110g,igate,-1.32101e-11,,-1.32101e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t_110g,vtbcch,-0.127822,,-0.127822,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t_110g,vtccl,-0.201463,,-0.201463,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_lvt_nw_5t_110g,vtbccl,-0.234466,,-0.234466,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t,idlin,-159.80701754385964,,-159.80701754385964,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t,idsat,-904.0107212475633,,-904.0107212475633,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t,ileak,-3.93321e-07,,-3.93321e-07,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t,ibleak,-2.28759e-07,,-2.28759e-07,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t,vtcch,-0.0321332,"{""Id""=>15, ""Checker Name""=>""n22ullrf_soac_pmos_rf_ulvt_nw_5t_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_686"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(g, d) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",-0.0321332,"{""Id""=>24, ""Checker Name""=>""n22ullrf_soac_pmos_rf_ulvt_nw_5t_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_686"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(g, d) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t,cggi,67.69357333120543,,67.69357333120543,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t,igate,-1.32065e-11,,-1.32065e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t,vtbcch,-0.0553492,"{""Id""=>20, ""Checker Name""=>""n22ullrf_soac_pmos_rf_ulvt_nw_5t_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_689"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(g, d) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",-0.0553492,"{""Id""=>18, ""Checker Name""=>""n22ullrf_soac_pmos_rf_ulvt_nw_5t_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_689"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(g, d) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t,vtccl,-0.159886,,-0.159886,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t,vtbccl,-0.18471,,-0.18471,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t_110g,idlin,-159.80701754385964,,-159.80701754385964,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t_110g,idsat,-904.0107212475633,,-904.0107212475633,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t_110g,ileak,-3.93321e-07,,-3.93321e-07,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t_110g,ibleak,-2.28759e-07,,-2.28759e-07,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t_110g,vtcch,-0.0321332,"{""Id""=>0, ""Checker Name""=>""n22ullrf_soac_pmos_rf_ulvt_nw_5t_110g_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_696"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(g, d) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",-0.0321332,"{""Id""=>23, ""Checker Name""=>""n22ullrf_soac_pmos_rf_ulvt_nw_5t_110g_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_696"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(g, d) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t_110g,cggi,67.69357333120543,,67.69357333120543,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t_110g,igate,-1.32065e-11,,-1.32065e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t_110g,vtbcch,-0.0553492,"{""Id""=>17, ""Checker Name""=>""n22ullrf_soac_pmos_rf_ulvt_nw_5t_110g_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_699"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(g, d) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",-0.0553492,"{""Id""=>17, ""Checker Name""=>""n22ullrf_soac_pmos_rf_ulvt_nw_5t_110g_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_699"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(g, d) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t_110g,vtccl,-0.159886,,-0.159886,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
pmos_rf_ulvt_nw_5t_110g,vtbccl,-0.18471,,-0.18471,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_18_5t,idlin,97.5950292397661,,97.59707602339184,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_5t,idsat,777.4385964912282,,777.4385964912282,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_5t,ileak,5.69176e-11,,5.69177e-11,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_5t,ibleak,1.51211e-11,,1.51213e-11,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_5t,vtcch,0.41904,,0.419039,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_5t,cggi,15.40143405948269,,15.40143405948269,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_5t,igate,-0.0,,-0.0,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_5t,vtbcch,0.487929,,0.487929,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_5t,vtccl,0.495042,,0.495041,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_5t,vtbccl,0.575645,,0.575645,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18ud15_5t,idlin,105.41184210526318,,105.4138888888889,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_5t,idsat,705.6359649122808,,705.6359649122808,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_5t,ileak,2.98126e-10,,2.98127e-10,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_5t,ibleak,5.66385e-11,,5.66386e-11,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_5t,vtcch,0.389907,,0.389907,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_5t,cggi,17.122403148872834,,17.122403148872834,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_5t,igate,-0.0,,-0.0,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_5t,vtbcch,0.431386,,0.431386,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_5t,vtccl,0.520525,,0.520525,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_5t,vtbccl,0.571414,,0.571413,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18_5t,idlin,-26.090643274853804,,-26.091228070175443,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_5t,idsat,-360.3801169590644,,-360.3801169590644,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_5t,ileak,-2.39094e-11,,-2.39095e-11,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_5t,ibleak,-1.40351e-11,,-1.40352e-11,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_5t,vtcch,-0.421268,,-0.421268,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_5t,cggi,15.020006155740228,,15.020006155740228,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_5t,igate,-0.0,,-0.0,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_5t,vtbcch,-0.510648,,-0.510648,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_5t,vtccl,-0.502288,,-0.502288,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_5t,vtbccl,-0.598864,,-0.598863,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18ud15_5t,idlin,-30.216081871345033,,-30.21666666666667,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_5t,idsat,-364.3216374269006,,-364.3216374269006,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_5t,ileak,-7.84277e-09,,-7.84279e-09,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_5t,ibleak,-1.31225e-09,,-1.31226e-09,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_5t,vtcch,-0.308195,,-0.308195,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_5t,cggi,16.642646251756748,,16.642646251756748,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_5t,igate,-0.0,,-0.0,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_5t,vtbcch,-0.370389,,-0.370388,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_5t,vtccl,-0.470599,,-0.470598,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_5t,vtbccl,-0.534889,,-0.534889,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18_nw_5t,idlin,-26.090643274853804,,-26.091228070175443,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_nw_5t,idsat,-360.3801169590644,,-360.3801169590644,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_nw_5t,ileak,-2.39094e-11,,-2.39095e-11,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_nw_5t,ibleak,-1.40351e-11,,-1.40352e-11,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_nw_5t,vtcch,-0.421268,,-0.421268,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_nw_5t,cggi,15.020006155740228,,15.020006155740228,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_nw_5t,igate,-0.0,,-0.0,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_nw_5t,vtbcch,-0.510648,,-0.510648,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_nw_5t,vtccl,-0.502288,,-0.502288,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18_nw_5t,vtbccl,-0.598864,,-0.598863,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
pmos_rf_18ud15_nw_5t,idlin,-30.216081871345033,,-30.21666666666667,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_nw_5t,idsat,-364.3216374269006,,-364.3216374269006,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_nw_5t,ileak,-7.84277e-09,,-7.84279e-09,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_nw_5t,ibleak,-1.31225e-09,,-1.31226e-09,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_nw_5t,vtcch,-0.308195,,-0.308195,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_nw_5t,cggi,16.642646251756748,,16.642646251756748,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_nw_5t,igate,-0.0,,-0.0,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_nw_5t,vtbcch,-0.370389,,-0.370388,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_nw_5t,vtccl,-0.470599,,-0.470598,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
pmos_rf_18ud15_nw_5t,vtbccl,-0.534889,,-0.534889,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_6t,idlin,138.1632553606238,,138.16569200779725,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t,idsat,741.3596491228069,,741.3596491228069,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t,ileak,4.41403e-08,,4.41403e-08,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t,ibleak,1.96312e-08,,1.96313e-08,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t,vtcch,0.120358,,0.120357,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t,cggi,66.84753903385277,,66.84753903385277,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t,igate,6.24637e-11,,6.24635e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t,vtbcch,0.153325,,0.153325,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t,vtccl,0.199221,,0.199221,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t,vtbccl,0.234063,,0.234062,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t_110g,idlin,138.1632553606238,,138.16569200779725,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t_110g,idsat,741.3596491228069,,741.3596491228069,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t_110g,ileak,4.41403e-08,,4.41403e-08,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t_110g,ibleak,1.96312e-08,,1.96313e-08,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t_110g,vtcch,0.120358,,0.120357,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t_110g,cggi,66.84753903385277,,66.84753903385277,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t_110g,igate,6.24637e-11,,6.24635e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t_110g,vtbcch,0.153325,,0.153325,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t_110g,vtccl,0.199221,,0.199221,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_6t_110g,vtbccl,0.234063,,0.234062,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t,idlin,160.29044834307993,,160.29044834307993,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t,idsat,947.6072124756336,,947.6072124756336,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t,ileak,3.24084e-07,,3.24084e-07,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t,ibleak,1.58944e-07,,1.58944e-07,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t,vtcch,0.0390786,,0.0390786,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t,cggi,67.04133085583788,,67.04133085583788,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t,igate,6.69441e-11,,6.69441e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t,vtbcch,0.0691679,,0.0691679,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t,vtccl,0.138847,,0.138847,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t,vtbccl,0.16708,,0.16708,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t_110g,idlin,160.29044834307993,,160.29044834307993,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t_110g,idsat,947.6072124756336,,947.6072124756336,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t_110g,ileak,3.24084e-07,,3.24084e-07,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t_110g,ibleak,1.58944e-07,,1.58944e-07,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t_110g,vtcch,0.0390786,,0.0390786,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t_110g,cggi,67.04133085583788,,67.04133085583788,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t_110g,igate,6.69441e-11,,6.69441e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t_110g,vtbcch,0.0691679,,0.0691679,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t_110g,vtccl,0.138847,,0.138847,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_lvt_6t_110g,vtbccl,0.16708,,0.16708,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t,idlin,167.31140350877192,,167.31140350877192,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t,idsat,1027.7534113060428,,1027.7534113060428,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t,ileak,1.00171e-06,,1.00171e-06,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t,ibleak,5.28277e-07,,5.28277e-07,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t,vtcch,-0.00949589,"{""Id""=>31, ""Checker Name""=>""n22ullrf_soac_nmos_rf_ulvt_6t_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_806"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(d, g) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",-0.00949589,"{""Id""=>21, ""Checker Name""=>""n22ullrf_soac_nmos_rf_ulvt_6t_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_806"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(d, g) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t,cggi,66.57908036280868,,66.57908036280868,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
