device,metrics,top_tt_esd:nominal,top_tt_esd:asserts,toprf_tt:nominal,toprf_tt:asserts,mode,w,l,m,multi,wr,lr,br,gr,nr,s,stm,spm,dmflag,shield,nf,area,pj
nch_ulvt_mac,vtcch,-0.0336042,"{""Id""=>14, ""Checker Name""=>""n22ullrf_soac_nch_ulvt_mac_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_76"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n1, n2) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""};{""Id""=>46, ""Checker Name""=>""x_76.clexcw_isd_nch_ulvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_76.X0.V2"", ""Model""=>""vsource"", ""StartValue""=>0.0004174203, ""Margin""=>1.742033e-05, ""StartTime (s)""=>0.49, ""Duration (s)""=>1.31, ""EndTime (s)""=>1.8, ""EndValue""=>0.00109028, ""AvgValue""=>0.00100915, ""Message""=>""I(n1) = 4.1742032967e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.00109028, ""Dissatisfied""=>""""};{""Id""=>47, ""Checker Name""=>""x_76.clexcw_ids_nch_ulvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_76.X0.V0"", ""Model""=>""vsource"", ""StartValue""=>0.0004174203, ""Margin""=>1.742033e-05, ""StartTime (s)""=>0.49, ""Duration (s)""=>1.31, ""EndTime (s)""=>1.8, ""EndValue""=>0.00109028, ""AvgValue""=>0.00100915, ""Message""=>""I(n1) = 4.1742032967e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.00109028, ""Dissatisfied""=>""""}",-0.0303625,"{""Id""=>33, ""Checker Name""=>""n22ullrf_soac_nch_ulvt_mac_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_76"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n1, n2) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_ulvt_mac,cggi,43.15886369595203,,43.15886369595203,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_ulvt_mac,igate,1.59359e-11,,1.59359e-11,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_ulvt_mac,vtbcch,-0.0092498,"{""Id""=>33, ""Checker Name""=>""n22ullrf_soac_nch_ulvt_mac_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_79"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n1, n2) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""};{""Id""=>79, ""Checker Name""=>""x_79.clexcw_isd_nch_ulvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_79.X0.V2"", ""Model""=>""vsource"", ""StartValue""=>0.0004163316, ""Margin""=>1.633164e-05, ""StartTime (s)""=>0.51, ""Duration (s)""=>1.29, ""EndTime (s)""=>1.8, ""EndValue""=>0.001045848, ""AvgValue""=>0.0009737646, ""Message""=>""I(n1) = 4.1633164178e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.001045848, ""Dissatisfied""=>""""};{""Id""=>80, ""Checker Name""=>""x_79.clexcw_ids_nch_ulvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_79.X0.V0"", ""Model""=>""vsource"", ""StartValue""=>0.0004163316, ""Margin""=>1.633164e-05, ""StartTime (s)""=>0.51, ""Duration (s)""=>1.29, ""EndTime (s)""=>1.8, ""EndValue""=>0.001045848, ""AvgValue""=>0.0009737646, ""Message""=>""I(n1) = 4.1633164178e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.001045848, ""Dissatisfied""=>""""}",-0.00649048,"{""Id""=>12, ""Checker Name""=>""n22ullrf_soac_nch_ulvt_mac_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_79"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n1, n2) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_ulvt_mac,vtccl,0.0701887,,0.0719204,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_ulvt_mac,vtbccl,0.0944224,,0.0963497,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_hvt_mac,idlin,147.51169590643275,,142.09327485380118,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_hvt_mac,idsat,793.0862573099415,"{""Id""=>57, ""Checker Name""=>""x_83.clexcw_isd_nch_hvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_83.X0.V2"", ""Model""=>""vsource"", ""StartValue""=>0.000542471, ""Margin""=>0.000142471, ""StartTime (s)""=>-0.5, ""Duration (s)""=>2.3, ""EndTime (s)""=>1.8, ""EndValue""=>0.000542471, ""AvgValue""=>0.000542471, ""Message""=>""I(n1) = 5.4247097581e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>0.000542471, ""Dissatisfied""=>""""};{""Id""=>58, ""Checker Name""=>""x_83.clexcw_ids_nch_hvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_83.X0.V0"", ""Model""=>""vsource"", ""StartValue""=>0.000542471, ""Margin""=>0.000142471, ""StartTime (s)""=>-0.5, ""Duration (s)""=>2.3, ""EndTime (s)""=>1.8, ""EndValue""=>0.000542471, ""AvgValue""=>0.000542471, ""Message""=>""I(n1) = 5.4247097581e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>0.000542471, ""Dissatisfied""=>""""}",698.7894736842105,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_hvt_mac,ileak,1.95437e-09,,1.8094e-09,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_hvt_mac,ibleak,1.56806e-09,,1.45175e-09,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_hvt_mac,vtcch,0.1804,"{""Id""=>38, ""Checker Name""=>""x_86.clexcw_isd_nch_hvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_86.X0.V2"", ""Model""=>""vsource"", ""StartValue""=>0.0004003812, ""Margin""=>3.811869e-07, ""StartTime (s)""=>0.72, ""Duration (s)""=>1.08, ""EndTime (s)""=>1.8, ""EndValue""=>0.000542471, ""AvgValue""=>0.000537155, ""Message""=>""I(n1) = 4.0038118695e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.000542471, ""Dissatisfied""=>""""};{""Id""=>39, ""Checker Name""=>""x_86.clexcw_ids_nch_hvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_86.X0.V0"", ""Model""=>""vsource"", ""StartValue""=>0.0004003812, ""Margin""=>3.811869e-07, ""StartTime (s)""=>0.72, ""Duration (s)""=>1.08, ""EndTime (s)""=>1.8, ""EndValue""=>0.000542471, ""AvgValue""=>0.000537155, ""Message""=>""I(n1) = 4.0038118695e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.000542471, ""Dissatisfied""=>""""}",0.18296,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_hvt_mac,cggi,43.440089828209246,,43.440089828209246,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_hvt_mac,igate,1.25714e-11,,1.25713e-11,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_hvt_mac,vtbcch,0.205355,"{""Id""=>44, ""Checker Name""=>""x_89.clexcw_isd_nch_hvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_89.X0.V2"", ""Model""=>""vsource"", ""StartValue""=>0.0004145702, ""Margin""=>1.457023e-05, ""StartTime (s)""=>0.75, ""Duration (s)""=>1.05, ""EndTime (s)""=>1.8, ""EndValue""=>0.0005028865, ""AvgValue""=>0.0005007699, ""Message""=>""I(n1) = 4.1457022741e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.0005028865, ""Dissatisfied""=>""""};{""Id""=>45, ""Checker Name""=>""x_89.clexcw_ids_nch_hvt_mac"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_89.X0.V0"", ""Model""=>""vsource"", ""StartValue""=>0.0004145702, ""Margin""=>1.457023e-05, ""StartTime (s)""=>0.75, ""Duration (s)""=>1.05, ""EndTime (s)""=>1.8, ""EndValue""=>0.0005028865, ""AvgValue""=>0.0005007699, ""Message""=>""I(n1) = 4.1457022741e-04; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>0.81, ""PeakValue""=>0.0005028865, ""Dissatisfied""=>""""}",0.208247,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_hvt_mac,vtccl,0.245127,,0.247167,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_hvt_mac,vtbccl,0.27677,,0.278854,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
nch_ehvt_mac,idlin,56.06681286549708,,56.06681286549708,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
nch_ehvt_mac,idsat,238.96637426900585,,238.96637426900585,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
nch_ehvt_mac,ileak,9.16094e-12,,9.16094e-12,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
nch_ehvt_mac,ibleak,8.56069e-12,,8.56069e-12,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
nch_ehvt_mac,vtcch,0.365661,,0.365661,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
nch_ehvt_mac,cggi,36.24876030231525,,36.24876030231525,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
nch_ehvt_mac,igate,4.76138e-12,,4.76138e-12,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
nch_ehvt_mac,vtbcch,0.382051,,0.382051,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
nch_ehvt_mac,vtccl,0.427615,,0.427615,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
nch_ehvt_mac,vtbccl,0.454074,,0.454074,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_mac,idlin,-185.73099415204678,,-178.0891812865497,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_mac,idsat,-941.0394736842104,,-869.3245614035087,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_mac,ileak,-4.87638e-09,,-4.60169e-09,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_mac,ibleak,-2.55085e-09,,-2.41236e-09,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_mac,vtcch,-0.159198,,-0.161425,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_mac,cggi,42.7520718625674,,41.82398002804281,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_mac,igate,-3.60258e-12,,-3.59314e-12,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_mac,vtbcch,-0.181996,,-0.184024,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_mac,vtccl,-0.255272,,-0.257011,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_mac,vtbccl,-0.280264,,-0.281551,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_uhvt_mac,idlin,-94.85891812865498,,-94.85891812865498,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_uhvt_mac,idsat,-452.1520467836257,,-452.1520467836257,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_uhvt_mac,ileak,-7.84598e-11,,-7.84598e-11,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_uhvt_mac,ibleak,-7.33342e-11,,-7.33342e-11,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_uhvt_mac,vtcch,-0.290026,,-0.290026,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_uhvt_mac,cggi,45.96069445869384,,45.96069445869384,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_uhvt_mac,igate,-3.59429e-12,,-3.59429e-12,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_uhvt_mac,vtbcch,-0.309487,,-0.309487,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_uhvt_mac,vtccl,-0.374155,,-0.374155,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_uhvt_mac,vtbccl,-0.399065,,-0.399065,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_lvt_mac,idlin,-212.73245614035085,,-212.73245614035085,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_lvt_mac,idsat,-1091.3099415204679,,-1091.3099415204679,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_lvt_mac,ileak,-4.69576e-08,,-4.69576e-08,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_lvt_mac,ibleak,-2.3938e-08,,-2.3938e-08,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_lvt_mac,vtcch,-0.0750905,,-0.0750905,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_lvt_mac,cggi,42.62120538513274,,42.62120538513274,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_lvt_mac,igate,-3.59709e-12,,-3.59709e-12,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_lvt_mac,vtbcch,-0.101794,,-0.101794,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_lvt_mac,vtccl,-0.186498,,-0.186498,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_lvt_mac,vtbccl,-0.213959,,-0.213959,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ulvt_mac,idlin,-230.67397660818713,,-220.68713450292398,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ulvt_mac,idsat,-1260.8859649122805,,-1149.3713450292396,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ulvt_mac,ileak,-1.37325e-07,,-1.27703e-07,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ulvt_mac,ibleak,-8.6393e-08,,-8.06157e-08,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ulvt_mac,vtcch,-0.0300148,"{""Id""=>19, ""Checker Name""=>""n22ullrf_soac_pch_ulvt_mac_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_136"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n2, n1) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",-0.0330623,"{""Id""=>28, ""Checker Name""=>""n22ullrf_soac_pch_ulvt_mac_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_136"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n2, n1) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ulvt_mac,cggi,43.39437775725864,,42.47301163890884,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ulvt_mac,igate,-3.60365e-12,,-3.5939e-12,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ulvt_mac,vtbcch,-0.0498205,"{""Id""=>11, ""Checker Name""=>""n22ullrf_soac_pch_ulvt_mac_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_139"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n2, n1) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",-0.0526679,"{""Id""=>16, ""Checker Name""=>""n22ullrf_soac_pch_ulvt_mac_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_139"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n2, n1) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ulvt_mac,vtccl,-0.168993,,-0.171264,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ulvt_mac,vtbccl,-0.189758,,-0.19167,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_hvt_mac,idlin,-132.24444444444444,,-126.2688596491228,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_hvt_mac,idsat,-647.3991228070175,,-604.5087719298245,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_hvt_mac,ileak,-2.86557e-10,,-2.69306e-10,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_hvt_mac,ibleak,-3.62995e-10,,-3.39878e-10,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_hvt_mac,vtcch,-0.251134,,-0.253054,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_hvt_mac,cggi,42.943241795196236,,42.03982991917741,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_hvt_mac,igate,-3.60515e-12,,-3.59424e-12,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_hvt_mac,vtbcch,-0.277551,,-0.27954,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_hvt_mac,vtccl,-0.344237,,-0.346116,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_hvt_mac,vtbccl,-0.378558,,-0.380233,,normal,400n,30n,,2.0,,,,,,,,,,,4.0,,
pch_ehvt_mac,idlin,-48.907017543859645,,-48.907017543859645,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_ehvt_mac,idsat,-228.51900584795322,,-228.51900584795322,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_ehvt_mac,ileak,-1.16994e-11,,-1.16994e-11,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_ehvt_mac,ibleak,-1.76424e-11,,-1.76424e-11,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_ehvt_mac,vtcch,-0.378252,,-0.378252,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_ehvt_mac,cggi,35.04745049758901,,35.04745049758901,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_ehvt_mac,igate,-1.42847e-12,,-1.42847e-12,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_ehvt_mac,vtbcch,-0.392177,,-0.392177,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_ehvt_mac,vtccl,-0.455248,,-0.455248,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_ehvt_mac,vtbccl,-0.473575,,-0.473575,,normal,400n,40n,,2.0,,,,,,,,,,,4.0,,
pch_avt_mac,idlin,-13.722499999999998,,-12.88269005847953,,normal,400n,240n,,2.0,,,,,,,,,,,4.0,,
pch_avt_mac,idsat,-67.07631578947368,,-61.88421052631579,,normal,400n,240n,,2.0,,,,,,,,,,,4.0,,
pch_avt_mac,ileak,-1.45152e-12,,-1.36287e-12,,normal,400n,240n,,2.0,,,,,,,,,,,4.0,,
pch_avt_mac,ibleak,-1.20345e-12,,-1.14375e-12,,normal,400n,240n,,2.0,,,,,,,,,,,4.0,,
pch_avt_mac,vtcch,-0.32761,"{""Id""=>18, ""Checker Name""=>""n22ullrf_soac_pch_avt_mac_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_166"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n2, n1) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",-0.331108,"{""Id""=>27, ""Checker Name""=>""n22ullrf_soac_pch_avt_mac_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_166"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n2, n1) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,400n,240n,,2.0,,,,,,,,,,,4.0,,
pch_avt_mac,cggi,28.34048653146837,,27.725767472612656,,normal,400n,240n,,2.0,,,,,,,,,,,4.0,,
pch_avt_mac,igate,-1.55166e-11,,-1.58661e-11,,normal,400n,240n,,2.0,,,,,,,,,,,4.0,,
pch_avt_mac,vtbcch,-0.357528,"{""Id""=>10, ""Checker Name""=>""n22ullrf_soac_pch_avt_mac_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_169"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n2, n1) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",-0.360996,"{""Id""=>7, ""Checker Name""=>""n22ullrf_soac_pch_avt_mac_VGD"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_169"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(n2, n1) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,400n,240n,,2.0,,,,,,,,,,,4.0,,
pch_avt_mac,vtccl,-0.341851,,-0.344784,,normal,400n,240n,,2.0,,,,,,,,,,,4.0,,
pch_avt_mac,vtbccl,-0.371594,,-0.374451,,normal,400n,240n,,2.0,,,,,,,,,,,4.0,,
nch_18_mac,idlin,114.27875243664718,,111.76521550790557,,normal,1.08u,150n,,2.0,,,,,,,,,,,4.0,,
nch_18_mac,idsat,1047.2330517652156,,891.7478882391164,,normal,1.08u,150n,,2.0,,,,,,,,,,,4.0,,
nch_18_mac,ileak,2.32811e-11,,2.15159e-11,,normal,1.08u,150n,,2.0,,,,,,,,,,,4.0,,
nch_18_mac,ibleak,1.57801e-11,,1.45709e-11,,normal,1.08u,150n,,2.0,,,,,,,,,,,4.0,,
nch_18_mac,vtcch,0.42156,,0.424394,,normal,1.08u,150n,,2.0,,,,,,,,,,,4.0,,
nch_18_mac,cggi,13.368131420409613,,13.368131420409613,,normal,1.08u,150n,,2.0,,,,,,,,,,,4.0,,
nch_18_mac,igate,-0.0,,-0.0,,normal,1.08u,150n,,2.0,,,,,,,,,,,4.0,,
nch_18_mac,vtbcch,0.482653,,0.485447,,normal,1.08u,150n,,2.0,,,,,,,,,,,4.0,,
nch_18_mac,vtccl,0.49586,,0.497326,,normal,1.08u,150n,,2.0,,,,,,,,,,,4.0,,
nch_18_mac,vtbccl,0.566748,,0.568182,,normal,1.08u,150n,,2.0,,,,,,,,,,,4.0,,
nch_18ud12_mac,idlin,86.7587177821096,,84.86138184968596,,normal,1.08u,90n,,2.0,,,,,,,,,,,4.0,,
nch_18ud12_mac,idsat,536.3055014078407,,466.5367121507473,,normal,1.08u,90n,,2.0,,,,,,,,,,,4.0,,
nch_18ud12_mac,ileak,3.17861e-11,,2.93904e-11,,normal,1.08u,90n,,2.0,,,,,,,,,,,4.0,,
nch_18ud12_mac,ibleak,7.85916e-12,,7.23683e-12,,normal,1.08u,90n,,2.0,,,,,,,,,,,4.0,,
nch_18ud12_mac,vtcch,0.452853,,0.456079,,normal,1.08u,90n,,2.0,,,,,,,,,,,4.0,,
nch_18ud12_mac,cggi,14.76047710786605,,14.76047710786605,,normal,1.08u,90n,,2.0,,,,,,,,,,,4.0,,
nch_18ud12_mac,igate,-0.0,,-0.0,,normal,1.08u,90n,,2.0,,,,,,,,,,,4.0,,
nch_18ud12_mac,vtbcch,0.484978,,0.488261,,normal,1.08u,90n,,2.0,,,,,,,,,,,4.0,,
nch_18ud12_mac,vtccl,0.565261,,0.56667,,normal,1.08u,90n,,2.0,,,,,,,,,,,4.0,,
nch_18ud12_mac,vtbccl,0.606243,,0.607633,,normal,1.08u,90n,,2.0,,,,,,,,,,,4.0,,
nch_18ud15_mac,idlin,115.72828676629847,,113.182261208577,,normal,1.08u,105n,,2.0,,,,,,,,,,,4.0,,
nch_18ud15_mac,idsat,867.4247346761966,,742.9066493393979,,normal,1.08u,105n,,2.0,,,,,,,,,,,4.0,,
nch_18ud15_mac,ileak,2.29354e-11,,2.11958e-11,,normal,1.08u,105n,,2.0,,,,,,,,,,,4.0,,
nch_18ud15_mac,ibleak,4.15098e-12,,3.80341e-12,,normal,1.08u,105n,,2.0,,,,,,,,,,,4.0,,
nch_18ud15_mac,vtcch,0.437239,,0.440529,,normal,1.08u,105n,,2.0,,,,,,,,,,,4.0,,
nch_18ud15_mac,cggi,14.333779241500135,,14.333779241500135,,normal,1.08u,105n,,2.0,,,,,,,,,,,4.0,,
